graph_assertion_id_a,graph_assertion_id_b,setup_a,setup_b,first_seen_version
e5_llama::TRAM2::RAG::tram2_9__s39::T1016,gteqwen_mistral::TRAM2::RAG::tram2_9__s39::T1016,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s39::T1016,gteqwen_mistral::TRAM2::RAG::tram2_9__s39::T1016,e5_mistral,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s48::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_9__s48::T1566.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s50::T1566.001,e5_mistral::TRAM2::RAG::tram2_9__s50::T1566.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s50::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_9__s50::T1566.001,e5_llama,gteqwen_llama,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s50::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_9__s50::T1566.001,e5_mistral,gteqwen_llama,v2.0
e5_llama::TRAM2::RAG::tram2_9__s63::T1078,gteqwen_llama::TRAM2::RAG::tram2_9__s63::T1078,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s64::T1078,e5_mistral::TRAM2::RAG::tram2_9__s64::T1078,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s64::T1078,gteqwen_llama::TRAM2::RAG::tram2_9__s64::T1078,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s64::T1078,gteqwen_mistral::TRAM2::RAG::tram2_9__s64::T1078,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s64::T1078,gteqwen_llama::TRAM2::RAG::tram2_9__s64::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_9__s64::T1078,gteqwen_mistral::TRAM2::RAG::tram2_9__s64::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_9__s64::T1078,gteqwen_mistral::TRAM2::RAG::tram2_9__s64::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s65::T1078,gteqwen_llama::TRAM2::RAG::tram2_9__s65::T1078,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s70::T1078,e5_mistral::TRAM2::RAG::tram2_9__s70::T1078,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s70::T1078,gteqwen_mistral::TRAM2::RAG::tram2_9__s70::T1078,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s70::T1078,gteqwen_mistral::TRAM2::RAG::tram2_9__s70::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s71::T1566.001,e5_mistral::TRAM2::RAG::tram2_9__s71::T1566.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s71::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_9__s71::T1566.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s71::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_9__s71::T1566.001,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s71::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_9__s71::T1566.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_9__s71::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_9__s71::T1566.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_9__s71::T1566.001,gteqwen_mistral::TRAM2::RAG::tram2_9__s71::T1566.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s72::T1210,gteqwen_llama::TRAM2::RAG::tram2_9__s72::T1210,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s84::T1518.001,gteqwen_mistral::TRAM2::RAG::tram2_9__s84::T1518.001,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s87::T1110,e5_mistral::TRAM2::RAG::tram2_9__s87::T1110,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s87::T1110,gteqwen_llama::TRAM2::RAG::tram2_9__s87::T1110,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s87::T1110,gteqwen_mistral::TRAM2::RAG::tram2_9__s87::T1110,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s87::T1110,gteqwen_llama::TRAM2::RAG::tram2_9__s87::T1110,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_9__s87::T1110,gteqwen_mistral::TRAM2::RAG::tram2_9__s87::T1110,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_9__s87::T1110,gteqwen_mistral::TRAM2::RAG::tram2_9__s87::T1110,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s88::T1078,gteqwen_llama::TRAM2::RAG::tram2_9__s88::T1078,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s88::T1110,e5_mistral::TRAM2::RAG::tram2_9__s88::T1110,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s88::T1110,gteqwen_llama::TRAM2::RAG::tram2_9__s88::T1110,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s88::T1110,gteqwen_mistral::TRAM2::RAG::tram2_9__s88::T1110,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s88::T1110,gteqwen_llama::TRAM2::RAG::tram2_9__s88::T1110,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_9__s88::T1110,gteqwen_mistral::TRAM2::RAG::tram2_9__s88::T1110,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_9__s88::T1110,gteqwen_mistral::TRAM2::RAG::tram2_9__s88::T1110,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s95::T1090,e5_mistral::TRAM2::RAG::tram2_9__s95::T1090,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG::tram2_9__s95::T1090,gteqwen_llama::TRAM2::RAG::tram2_9__s95::T1090,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG::tram2_9__s95::T1090,gteqwen_mistral::TRAM2::RAG::tram2_9__s95::T1090,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG::tram2_9__s95::T1090,gteqwen_llama::TRAM2::RAG::tram2_9__s95::T1090,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_9__s95::T1090,gteqwen_mistral::TRAM2::RAG::tram2_9__s95::T1090,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_9__s95::T1090,gteqwen_mistral::TRAM2::RAG::tram2_9__s95::T1090,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG::tram2_9__s95::T1566.001,gteqwen_llama::TRAM2::RAG::tram2_9__s95::T1566.001,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s113::T1041,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s113::T1041,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s115::T1204.002,e5_mistral::TRAM2::RAG+FSP::tram2_0__s115::T1204.002,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,e5_mistral::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,e5_llama,gteqwen_llama,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s120::T1573.001,e5_mistral,gteqwen_llama,v2.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s121::T1083,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,e5_mistral::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s126::T1059.003,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_phi35::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_phi35::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,e5_phi35,gteqwen_mistral,v5.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s127::T1053.005,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,e5_llama,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s129::T1218.011,gteqwen_llama,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,e5_mistral::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s130::T1053.005,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,e5_mistral::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s131::T1053.005,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,e5_mistral::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s132::T1053.005,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,e5_mistral::TRAM2::RAG+FSP::tram2_0__s134::T1106,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s134::T1106,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s134::T1106,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s134::T1106,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s134::T1106,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s134::T1106,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s134::T1106,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s135::T1106,e5_mistral::TRAM2::RAG+FSP::tram2_0__s135::T1106,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s135::T1106,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s135::T1106,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s135::T1106,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s135::T1106,e5_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s142::T1070.004,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,e5_mistral::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,e5_llama,gteqwen_mistral,v4.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s143::T1059.003,gteqwen_llama,gteqwen_mistral,v3.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,e5_phi35::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,e5_llama,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s15::T1218.011,gteqwen_llama,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_phi35,gteqwen_llama,v5.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,e5_phi35,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s18::T1057,gteqwen_mistral,gteqwen_phi35,v6.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_mistral::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_llama,e5_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_phi35::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_llama,e5_phi35,v5.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,gteqwen_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_llama,gteqwen_llama,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,gteqwen_mistral::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_llama,gteqwen_mistral,v4.0
e5_llama::TRAM2::RAG+FSP::tram2_0__s23::T1068,gteqwen_phi35::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_llama,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_phi35::TRAM2::RAG+FSP::tram2_0__s23::T1068,e5_mistral,e5_phi35,v5.0
